gene_id,gene_name,panessential,localisation,transmembrane,oncogenicity,tol_LOEUF,tractability_SM,safety
ENSG00000103260,METRN,0,0,0,0,2,0,0
ENSG00000103266,STUB1,0,0.622950819672131,0,2,1,0,0
ENSG00000103275,UBE2I,-2,0.19,0,2,0,1,0
ENSG00000103319,EEF2K,0,1,0,2,2,2,0
ENSG00000103326,CAPN15,0,1,0,2,0,0,0
ENSG00000103335,PIEZO1,0,1.40425531914894,3,0,1,0,0
ENSG00000103342,GSPT1,-2,1,0,0,0,0.5,0
ENSG00000103353,UBFD1,0,,0,0,0,0,0
ENSG00000103356,EARS2,0,1,0,0,2,0,0
ENSG00000103363,ELOB,-2,0.288135593220339,0,2,2,1,0
ENSG00000103365,GGA2,0,1,0,0,1,0,0
ENSG00000103381,CPPED1,0,1,0,0,2,0,0
ENSG00000103404,USP31,0,0,0,2,0,0,0
ENSG00000103415,HMOX2,0,1.10204081632653,3,0,1,2,0
ENSG00000103423,DNAJA3,-2,1.28301886792453,0,2,1,0,0
ENSG00000103426,CORO7-PAM16,0,,,0,1,0,0
ENSG00000103429,BFAR,0,1.14285714285714,3,0,1,0,0
ENSG00000103460,TOX3,0,0.347826086956522,0,0,0,0,0
ENSG00000103479,RBL2,0,0.150943396226415,0,2,0,0.5,0
ENSG00000103485,QPRT,0,0.314285714285714,0,0,2,1,0
ENSG00000103489,XYLT1,0,0.795918367346939,3,0,0,0.5,0
ENSG00000103490,PYCARD,0,0.846153846153846,0,2,3,0,0
ENSG00000103495,MAZ,0,0,0,0,0,0,0
ENSG00000103496,STX4,0,1.11167512690355,3,2,2,0,0
ENSG00000103502,CDIPT,-2,1.12,3,0,1,0,0
ENSG00000103507,BCKDK,0,1,0,0,1,0,0
ENSG00000103510,KAT8,-2,0,0,0,0,2,0
ENSG00000103512,NOMO1,0,1,3,0,2,0,0
ENSG00000103528,SYT17,0,1.11538461538462,0,0,1,0,0
ENSG00000103534,TMC5,0,0,3,0,1,0,0
ENSG00000103540,CCP110,0,1,0,0,0,0,0
ENSG00000103544,VPS35L,0,1.07272727272727,3,0,1,0,0
ENSG00000103549,RNF40,-2,0.19047619047619,0,0,0,0,0
ENSG00000103550,KNOP1,0,0,0,0,2,0,0
ENSG00000103591,AAGAB,0,0.375,0,0,2,0,0
ENSG00000103642,LACTB,0,1,0,0,1,1,0
ENSG00000103653,CSK,0,0.5,0,2,0,3,0
ENSG00000103657,HERC1,0,1,0,0,0,0.5,0
ENSG00000103740,ACSBG1,0,1.15151515151515,0,0,1,0,0
ENSG00000103769,RAB11A,0,0.917127071823204,0,2,0,1.5,0
ENSG00000103811,CTSH,0,0.788888888888889,0,0,2,2,0
ENSG00000103855,CD276,0,2,3,3,2,0,0
ENSG00000103876,FAH,0,0.25,0,0,2,0,0
ENSG00000103888,CEMIP,0,1.06451612903226,0,0,1,0,0
ENSG00000103942,HOMER2,0,1.23529411764706,0,0,1,0,0
ENSG00000103966,EHD4,0,0.778761061946902,0,2,1,0,0
ENSG00000103978,TMEM87A,0,1,3,0,0,0,0
ENSG00000103994,ZNF106,0,0.25,0,0,0,0,0
ENSG00000104064,GABPB1,-2,0.32,0,0,0,0,0
ENSG00000104067,TJP1,0,1.64864864864865,0,2,0,0.5,0
ENSG00000104081,BMF,0,1.10526315789474,0,2,2,0,0
ENSG00000104093,DMXL2,0,0.903614457831325,0,0,0,0,0
ENSG00000104112,SCG3,0,0.942028985507246,0,0,1,0,0
ENSG00000104131,EIF3J,-2,1,0,0,0,0.5,0
ENSG00000104133,SPG11,0,0.870967741935484,0,0,1,0,0
ENSG00000104140,RHOV,0,1.21052631578947,0,2,1,0,0
ENSG00000104164,BLOC1S6,0,1,0,0,3,0,0
ENSG00000104177,MYEF2,0,0.12,0,0,0,0,0
ENSG00000104205,SGK3,0,1,0,0,1,2,0
ENSG00000104213,PDGFRL,0,0,0,0,3,0,0
ENSG00000104219,ZDHHC2,0,1.05063291139241,3,0,1,0,0
ENSG00000104221,BRF2,-2,0,0,0,2,0,0
ENSG00000104231,ZFAND1,0,1,0,0,2,0,0
ENSG00000104267,CA2,0,0.547619047619048,0,2,2,3,0
ENSG00000104312,RIPK2,0,1,0,2,0,2,0
ENSG00000104320,NBN,0,0.0987654320987654,0,-2,2,0.5,0
ENSG00000104321,TRPA1,0,2,3,0,2,2,0
ENSG00000104324,CPQ,0,0.492537313432836,0,0,2,0,0
ENSG00000104325,DECR1,0,0.6,0,0,3,1.5,0
ENSG00000104331,BPNT2,0,0.757575757575758,3,0,1,0,0
ENSG00000104332,SFRP1,0,0.31578947368421,0,-2,0,2,0
ENSG00000104341,LAPTM4B,0,1.05555555555556,3,0,3,0,0
ENSG00000104343,UBE2W,0,0,0,0,1,0,0
ENSG00000104361,NIPAL2,0,0,3,0,2,0,0
ENSG00000104365,IKBKB,0,1.4390243902439,0,3,0,2,0
ENSG00000104368,PLAT,0,0.25,0,0,1,2.5,-1
ENSG00000104369,JPH1,0,0.8875,3,0,0,0,0
ENSG00000104375,STK3,0,0.722222222222222,0,0,1,2,0
ENSG00000104381,GDAP1,0,0.934426229508197,3,0,2,0.5,0
ENSG00000104388,RAB2A,0,0.743119266055046,0,0,0,1.5,0
ENSG00000104408,EIF3E,-2,0.336538461538462,0,-2,1,0.5,0
ENSG00000104412,EMC2,0,1,0,0,1,0.5,0
ENSG00000104413,ESRP1,0,0,0,2,0,0,0
ENSG00000104415,CCN4,0,0.347826086956522,0,0,2,0,0
ENSG00000104419,NDRG1,0,0.764705882352941,0,-2,1,0,0
ENSG00000104442,ARMC1,0,1,0,0,0,0,0
ENSG00000104447,TRPS1,0,0,0,0,0,0,0
ENSG00000104450,SPAG1,0,1,0,0,1,0,0
ENSG00000104472,CHRAC1,0,0,0,0,2,0,0
ENSG00000104490,NCALD,0,1,0,0,0,0,0
ENSG00000104517,UBR5,0,0.5,0,3,0,0,0
ENSG00000104518,GSDMD,0,0.795698924731183,3,0,2,1,0
ENSG00000104522,GFUS,0,0.25,0,0,2,0.5,0
ENSG00000104524,PYCR3,0,0.555555555555556,0,0,2,0,0
ENSG00000104529,EEF1D,0,0.466666666666667,0,0,1,0,0
ENSG00000104549,SQLE,0,1,0,0,0,1.5,0
ENSG00000104611,SH2D4A,0,1,0,0,2,0,0
ENSG00000104613,INTS10,0,0,0,0,0,0,0
ENSG00000104635,SLC39A14,0,1.25,3,0,1,0,0
ENSG00000104660,LEPROTL1,0,1,3,-2,1,0,0
ENSG00000104687,GSR,0,0.6875,0,2,1,3,0
ENSG00000104695,PPP2CB,0,0.666666666666667,0,2,1,0,0
ENSG00000104723,TUSC3,0,1.07692307692308,3,0,1,0,0
ENSG00000104728,ARHGEF10,0,1,0,-2,1,0,0
ENSG00000104738,MCM4,-2,0,0,2,1,0.5,0
ENSG00000104756,KCTD9,0,,0,0,1,0,0
ENSG00000104760,FGL1,0,0,0,0,3,0,0
ENSG00000104763,ASAH1,0,0.626086956521739,0,0,2,1,0
ENSG00000104765,BNIP3L,0,0.514705882352941,3,2,1,0,0
ENSG00000104774,MAN2B1,0,0.63768115942029,0,0,1,2,0
ENSG00000104783,KCNN4,0,1.75757575757576,3,0,2,2,-1
ENSG00000104805,NUCB1,0,0.538461538461538,0,0,1,0,0
ENSG00000104812,GYS1,0,1,0,0,1,1,0
ENSG00000104823,ECH1,0,0.652173913043478,0,0,2,0.5,0
ENSG00000104824,HNRNPL,-2,0.22,0,0,0,0,0
ENSG00000104852,SNRNP70,-2,0,0,0,0,0.5,0
ENSG00000104853,CLPTM1,0,2,3,0,0,0,0
ENSG00000104856,RELB,0,0.222222222222222,0,2,0,0,0
ENSG00000104866,PPP1R37,0,,0,0,0,0,0
ENSG00000104870,FCGRT,0,1,3,0,1,0.5,0
ENSG00000104872,PIH1D1,0,0.25,0,0,1,0,0
ENSG00000104879,CKM,0,0.68421052631579,0,0,1,0.5,0
ENSG00000104880,ARHGEF18,0,0.727272727272728,0,2,0,0,0
ENSG00000104881,PPP1R13L,0,0.25,0,2,0,0.5,0
ENSG00000104886,PLEKHJ1,0,1,0,0,1,0,0
ENSG00000104889,RNASEH2A,0,0.4,0,0,1,1,0
ENSG00000104894,CD37,0,0.702702702702702,3,0,2,0,0
ENSG00000104897,SF3A2,-2,0,0,0,0,0.5,0
ENSG00000104904,OAZ1,0,0.785714285714286,0,2,1,1,0
ENSG00000104915,STX10,0,1,3,0,2,0,0
ENSG00000104936,DMPK,0,0.809523809523809,3,0,1,2.5,-1
ENSG00000104946,TBC1D17,0,1,0,0,2,0,0
ENSG00000104960,PTOV1,0,0.571428571428572,0,0,0,0,0
ENSG00000104964,TLE5,0,0,0,2,0,0,0
ENSG00000104969,SGTA,0,0.833333333333333,0,0,0,0,0
ENSG00000104973,MED25,0,0,0,0,1,0.5,0
ENSG00000104976,SNAPC2,-2,0.242424242424242,0,0,1,0,0
ENSG00000104979,C19orf53,-2,,0,0,3,0,0
ENSG00000104998,IL27RA,0,2,3,0,1,0,0
ENSG00000105011,ASF1B,0,0.333333333333333,0,0,3,0,0
ENSG00000105048,TNNT1,0,1,0,0,2,0,0
ENSG00000105058,FAM32A,-2,0,0,0,2,0.5,0
ENSG00000105063,PPP6R1,0,0.727272727272727,0,0,0,0,0
ENSG00000105088,OLFM2,0,1.06153846153846,0,0,1,0,0
ENSG00000105135,ILVBL,0,1,3,0,1,0,0
ENSG00000105141,CASP14,0,0.666666666666666,0,2,2,0,0
ENSG00000105171,POP4,-2,0,0,0,2,0,0
ENSG00000105173,CCNE1,0,0.392857142857143,0,3,0,2,0
ENSG00000105176,URI1,-2,0.527777777777778,0,0,1,0,0
ENSG00000105185,PDCD5,-2,0.256410256410256,0,0,2,0,0
ENSG00000105186,ANKRD27,0,1.0609756097561,0,0,2,0.5,0
ENSG00000105193,RPS16,-2,0.566265060240964,0,0,1,1,0
ENSG00000105197,TIMM50,0,0.637254901960784,3,0,1,0,0
ENSG00000105202,FBL,-2,0,0,2,0,0.5,0
ENSG00000105204,DYRK1B,0,0,0,2,0,2,0
ENSG00000105220,GPI,0,0.695652173913044,0,2,1,1.5,0
ENSG00000105221,AKT2,0,1.04615384615385,0,3,0,3,-1
ENSG00000105223,PLD3,0,0.819548872180451,3,0,1,0,0
ENSG00000105254,TBCB,-2,1,0,0,1,0,0
ENSG00000105281,SLC1A5,0,0.827586206896553,3,0,1,0.5,0
ENSG00000105287,PRKD2,0,0.648648648648649,0,2,0,2,-1
ENSG00000105289,TJP3,0,0.38095238095238,0,0,2,0,0
ENSG00000105290,APLP1,0,0.928571428571428,3,0,0,1.5,0
ENSG00000105323,HNRNPUL1,0,0,0,0,0,0,0
ENSG00000105325,FZR1,0,0.26,0,2,0,0,0
ENSG00000105329,TGFB1,0,,,2,1,,-1
ENSG00000105355,PLIN3,0,1,0,0,2,0,0
ENSG00000105357,MYH14,0,0.25,0,0,0,0.5,0
ENSG00000105364,MRPL4,-2,1,0,0,2,0.5,0
ENSG00000105369,CD79A,0,1.59183673469388,3,3,1,0,0
ENSG00000105372,RPS19,-2,0.406976744186047,0,0,0,1,0
ENSG00000105373,NOP53,-2,0.285714285714286,0,0,0,0,0
ENSG00000105379,ETFB,0,1,0,0,1,1.5,0
ENSG00000105388,CEACAM5,0,0.943396226415094,0,0,1,0.5,0
ENSG00000105393,BABAM1,0,0.26530612244898,0,2,0,0,0
ENSG00000105397,TYK2,0,1,0,3,1,2.5,0
ENSG00000105401,CDC37,-2,0.454545454545455,0,2,0,0.5,0
ENSG00000105402,NAPA,-2,0.522727272727273,0,0,1,0,0
ENSG00000105404,RABAC1,0,1.11111111111111,3,0,2,0,0
ENSG00000105426,PTPRS,0,1.04950495049505,3,-2,0,2,0
ENSG00000105429,MEGF8,0,0,3,0,0,0,0
ENSG00000105438,KDELR1,0,1,3,0,0,0,0
ENSG00000105443,CYTH2,0,1.19230769230769,0,2,0,0.5,0
ENSG00000105447,GRWD1,-2,0.275862068965517,0,0,1,0,0
ENSG00000105483,CARD8,0,0.673469387755102,0,0,1,0.5,0
ENSG00000105486,LIG1,0,0.230769230769231,0,2,0,2,0
ENSG00000105514,RAB3D,0,0.843283582089552,0,0,3,1,0
ENSG00000105518,TMEM205,0,0,3,0,1,0,0
ENSG00000105519,CAPS,0,1,0,0,3,1,0
ENSG00000105520,PLPPR2,0,2,3,0,0,0,0
ENSG00000105552,BCAT2,0,0.625,0,0,2,2,0
ENSG00000105559,PLEKHA4,0,1.88888888888889,0,0,1,0,0
ENSG00000105568,PPP2R1A,-2,0.693548387096774,0,3,0,1,0
ENSG00000105576,TNPO2,0,0.571428571428571,0,0,0,0,0
ENSG00000105583,WDR83OS,0,1,3,0,3,0,0
ENSG00000105612,DNASE2,0,0.6,0,0,1,0,0
ENSG00000105618,PRPF31,-2,0,0,0,0,1,0
ENSG00000105640,RPL18A,-2,1,0,0,0,1,0
ENSG00000105643,ARRDC2,0,1.27777777777778,0,0,2,0,0
ENSG00000105647,PIK3R2,0,0.666666666666667,0,3,0,1,0
ENSG00000105655,ISYNA1,0,1,0,0,1,0,0
ENSG00000105664,COMP,0,0,0,0,1,0,0
ENSG00000105669,COPE,-2,0.888888888888889,0,0,0,0,0
ENSG00000105671,DDX49,-2,0,0,0,2,0,0
ENSG00000105676,ARMC6,0,1,0,0,2,0,0
ENSG00000105677,TMEM147,0,1.16666666666667,3,0,2,0,0
ENSG00000105698,USF2,0,0,0,0,0,0,0
ENSG00000105699,LSR,0,0.125,3,2,1,0,0
ENSG00000105700,KXD1,0,1,0,0,2,0,0
ENSG00000105701,FKBP8,0,1,3,2,0,1,0
ENSG00000105707,HPN,0,0.827586206896553,3,0,0,1,0
ENSG00000105722,ERF,0,0.285714285714286,0,-2,0,0,0
ENSG00000105723,GSK3A,0,0.869565217391304,0,2,0,2,-1
ENSG00000105726,ATP13A1,0,1,3,0,0,0,0
ENSG00000105738,SIPA1L3,0,0.84090909090909,0,0,0,0,0
ENSG00000105767,CADM4,0,0,3,0,0,0,0
ENSG00000105778,AVL9,0,1,3,0,1,0,0
ENSG00000105810,CDK6,0,0.324324324324324,0,3,0,3,-1
ENSG00000105819,PMPCB,-2,1,0,0,1,0,0
ENSG00000105821,DNAJC2,0,0.196078431372549,0,0,0,0,0
ENSG00000105825,TFPI2,0,0,0,0,2,0,0
ENSG00000105835,NAMPT,0,0.153846153846154,0,0,0,3,0
ENSG00000105849,POLR1F,-2,0,0,0,1,0.5,0
ENSG00000105852,PON3,0,0.32,0,0,2,0,0
ENSG00000105854,PON2,0,0.9,0,0,2,0,0
ENSG00000105855,ITGB8,0,1.44827586206897,3,2,0,2,0
ENSG00000105856,HBP1,0,0,0,2,1,0,0
ENSG00000105877,DNAH11,0,0.96078431372549,0,0,1,0,0
ENSG00000105879,CBLL1,0,0.333333333333333,0,2,0,0,0
ENSG00000105887,MTPN,0,0.80952380952381,0,0,1,0,0
ENSG00000105894,PTN,0,0.521739130434783,0,0,1,0,0
ENSG00000105929,ATP6V0A4,0,1.1005291005291,3,0,2,0,0
ENSG00000105939,ZC3HAV1,0,0.8125,0,0,1,0.5,0
ENSG00000105953,OGDH,-2,0.913793103448276,0,0,0,0,0
ENSG00000105968,H2AZ2,0,0,0,0,1,0,0
ENSG00000105971,CAV2,0,1.41666666666667,0,2,2,0,0
ENSG00000105974,CAV1,0,1.31707317073171,0,2,2,0,0
ENSG00000105976,MET,0,1.56521739130435,3,3,0,3,-1
ENSG00000105983,LMBR1,0,2,3,0,1,0,0
ENSG00000105993,DNAJB6,0,0.716666666666667,0,0,0,0,0
ENSG00000106003,LFNG,0,0.363636363636364,3,0,1,0,0
ENSG00000106009,BRAT1,0,0.227272727272727,0,0,1,0,0
ENSG00000106012,IQCE,0,2,0,0,3,0,0
ENSG00000106018,VIPR2,0,2,3,0,2,1,0
ENSG00000106025,TSPAN12,0,2,3,0,0,0,0
ENSG00000106028,SSBP1,-2,0.533333333333333,0,0,1,0,0
ENSG00000106034,CPED1,0,1,0,0,1,0,0
ENSG00000106049,HIBADH,0,1,0,0,1,1.5,0
ENSG00000106052,TAX1BP1,0,0.25,0,2,1,0,0
ENSG00000106066,CPVL,0,0,0,0,2,0,0
ENSG00000106070,GRB10,0,1.25,0,2,0,1,0
ENSG00000106077,ABHD11,0,1,0,0,1,1,0
ENSG00000106078,COBL,0,1.11111111111111,0,0,0,0.5,0
ENSG00000106105,GARS1,-2,0.586206896551724,0,0,0,1.5,0
ENSG00000106123,EPHB6,0,,,2,1,,0
ENSG00000106144,CASP2,0,0.5,0,2,1,2.5,-1
ENSG00000106153,CHCHD2,-2,0.8,0,0,3,0,0
ENSG00000106211,HSPB1,0,0.632352941176471,0,2,3,2,0
ENSG00000106236,NPTX2,0,0,0,0,1,0,0
ENSG00000106244,PDAP1,-2,1,0,0,1,0,0
ENSG00000106245,BUD31,-2,0,0,0,1,0.5,0
ENSG00000106246,PTCD1,0,1,0,0,2,0,0
ENSG00000106261,ZKSCAN1,0,0,0,0,0,0,0
ENSG00000106263,EIF3B,-2,0.636363636363636,0,0,0,0.5,0
ENSG00000106266,SNX8,0,1,0,0,1,0,0
ENSG00000106278,PTPRZ1,0,1.25,3,0,0,2.5,0
ENSG00000106290,TAF6,-2,0.0720720720720721,0,2,1,0.5,0
ENSG00000106299,WASL,0,0.683544303797468,0,2,0,0.5,0
ENSG00000106328,FSCN3,0,1.75,0,0,2,0,0
ENSG00000106333,PCOLCE,0,0,0,0,1,0,0
ENSG00000106344,RBM28,-2,0,0,0,1,0,0
ENSG00000106348,IMPDH1,0,0.890243902439024,0,0,1,2.5,0
ENSG00000106355,LSM5,-2,0.144444444444444,0,0,2,0.5,0
ENSG00000106366,SERPINE1,0,0.54054054054054,0,2,1,3,-1
ENSG00000106367,AP1S1,0,1.04433497536946,0,0,1,0,0
ENSG00000106392,C1GALT1,0,1,3,0,0,0,0
ENSG00000106397,PLOD3,0,0.6,0,0,1,0.5,0
ENSG00000106400,ZNHIT1,-2,0,0,0,3,0,0
ENSG00000106415,GLCCI1,0,1,0,0,1,0,0
ENSG00000106443,PHF14,0,0.161290322580645,0,0,0,0,0
ENSG00000106460,TMEM106B,0,1,3,0,1,0,0
ENSG00000106462,EZH2,0,0.032258064516129,0,3,0,1,0
ENSG00000106483,SFRP4,0,0.294117647058824,0,-2,1,0,0
ENSG00000106484,MEST,0,0.454545454545455,3,0,0,0,0
ENSG00000106537,TSPAN13,0,2,3,0,2,0,0
ENSG00000106538,RARRES2,0,0.695652173913044,0,0,3,0,0
ENSG00000106541,AGR2,0,0.444444444444444,0,0,3,0,0
ENSG00000106546,AHR,0,0.448979591836735,0,2,0,2,-1
ENSG00000106554,CHCHD3,0,0.861538461538462,0,0,1,0,0
ENSG00000106565,TMEM176B,0,0,3,0,3,0,0
ENSG00000106571,GLI3,0,0.485714285714286,0,2,0,0,0
ENSG00000106588,PSMA2,-2,0.540816326530612,0,2,0,2,0
ENSG00000106605,BLVRA,0,0.294117647058824,0,0,1,1.5,0
ENSG00000106608,URGCP,0,0.727272727272727,0,0,0,0,0
ENSG00000106609,TMEM248,0,0,3,0,0,0,0
ENSG00000106615,RHEB,-2,0.670731707317073,0,3,0,0.5,0
ENSG00000106624,AEBP1,0,0.0833333333333333,0,0,1,0,0
ENSG00000106628,POLD2,-2,0,0,2,1,1.5,0
ENSG00000106635,BCL7B,0,0,0,0,1,0,0
ENSG00000106636,YKT6,-2,1.03846153846154,0,0,1,0.5,0
ENSG00000106638,TBL2,0,1,0,0,1,0,0
ENSG00000106682,EIF4H,0,1,0,0,1,2,0
ENSG00000106683,LIMK1,0,0.292682926829268,0,2,0,2,0
ENSG00000106688,SLC1A1,0,0.788235294117647,3,0,1,2,0
ENSG00000106692,FKTN,0,0.7,3,0,1,0,0
ENSG00000106723,SPIN1,0,0.186046511627907,0,0,0,1,0
ENSG00000106771,TMEM245,0,0,3,0,1,0,0
ENSG00000106772,PRUNE2,0,0.483870967741936,0,0,1,0,0
ENSG00000106780,MEGF9,0,0,3,0,0,0,0
ENSG00000106785,TRIM14,0,0.795454545454545,0,0,1,0,0
ENSG00000106789,CORO2A,0,0,0,0,2,0,0
ENSG00000106799,TGFBR1,0,1.54545454545455,3,-2,0,3,0
ENSG00000106803,SEC61B,-2,1,3,0,2,0,0
ENSG00000106809,OGN,0,0.516129032258065,0,0,1,0,0
ENSG00000106819,ASPN,0,0,0,0,2,0,0
ENSG00000106823,ECM2,0,0,0,0,1,0,0
ENSG00000106853,PTGR1,0,0.142857142857143,0,0,2,1.5,0
ENSG00000106927,AMBP,0,0.628865979381444,0,0,2,0.5,0
ENSG00000106948,AKNA,0,0.285714285714286,0,0,0,0,0
ENSG00000106991,ENG,0,0.545454545454546,3,2,0,0,0
ENSG00000106992,AK1,0,0.314285714285714,0,0,1,2,0
ENSG00000107020,PLGRKT,0,2,3,0,3,0,0
ENSG00000107021,TBC1D13,0,1,0,0,1,0,0
ENSG00000107036,RIC1,0,1,0,0,0,0,0
ENSG00000107099,DOCK8,0,1.6578947368421,0,2,0,0,0
ENSG00000107104,KANK1,0,1.61538461538462,0,0,1,0,0
ENSG00000107130,NCS1,0,1.26315789473684,0,0,1,1,0
ENSG00000107140,TESK1,0,0.892857142857143,0,0,0,2,0
ENSG00000107159,CA9,0,1.47058823529412,3,0,2,2.5,0
ENSG00000107164,FUBP3,0,0.3125,0,0,0,0,0
ENSG00000107165,TYRP1,0,1,3,2,3,1.5,0
ENSG00000107175,CREB3,0,0.561904761904762,3,0,2,0,-1
ENSG00000107185,RGP1,0,1.07547169811321,0,0,2,0,0
ENSG00000107186,MPDZ,0,1.85714285714286,0,0,1,1,0
ENSG00000107201,RIGI,0,1.73529411764706,0,0,2,1,0
ENSG00000107223,EDF1,0,0.409090909090909,0,0,1,0,0
ENSG00000107242,PIP5K1B,0,1.27272727272727,0,2,1,0,0
ENSG00000107262,BAG1,0,0.435897435897436,0,2,2,0.5,0
ENSG00000107263,RAPGEF1,0,1.08571428571429,0,2,0,0,0
ENSG00000107281,NPDC1,0,2,3,0,1,0,0
ENSG00000107290,SETX,0,0.0862068965517242,0,0,0,0,0
ENSG00000107317,PTGDS,0,0.511363636363636,0,0,1,1.5,0
ENSG00000107331,ABCA2,0,1.23170731707317,3,0,0,1,0
ENSG00000107338,SHB,0,0.794117647058824,0,2,0,0,0
ENSG00000107341,UBE2R2,0,1,0,0,0,0.5,0
ENSG00000107372,ZFAND5,0,1,0,2,0,0,0
ENSG00000107404,DVL1,0,1.21052631578947,0,2,1,0.5,0
ENSG00000107438,PDLIM1,0,1,0,2,1,0,0
ENSG00000107485,GATA3,0,0,0,3,0,0,0
ENSG00000107518,ATRNL1,0,0,3,0,0,0,0
ENSG00000107521,HPS1,0,1,0,0,1,0,0
ENSG00000107537,PHYH,0,1,0,0,2,0.5,0
ENSG00000107551,RASSF4,0,,0,0,3,0,0
ENSG00000107554,DNMBP,0,1,0,0,1,0,0
ENSG00000107562,CXCL12,0,0.325581395348837,0,0,2,1,0
ENSG00000107566,ERLIN1,0,1,3,0,1,0,0
ENSG00000107581,EIF3A,-2,0.741935483870968,0,2,0,0.5,0
ENSG00000107625,DDX50,0,0.5,0,0,1,0,0
ENSG00000107643,MAPK8,0,0.46875,0,2,0,3,0
ENSG00000107651,SEC23IP,0,1,0,0,1,0,0
ENSG00000107669,ATE1,0,0.5,0,0,0,0,0
ENSG00000107672,NSMCE4A,0,0,0,2,1,0,0
ENSG00000107679,PLEKHA1,0,0.851351351351352,0,2,1,0,0
ENSG00000107731,UNC5B,0,2,3,0,1,0,0
ENSG00000107738,VSIR,0,2,3,0,0,0,0
ENSG00000107742,SPOCK2,0,0,0,0,0,0,0
ENSG00000107745,MICU1,0,1,3,0,2,0.5,0
ENSG00000107758,PPP3CB,0,0.957446808510639,0,2,0,0,0
ENSG00000107771,CCSER2,0,1,0,0,0,0,0
ENSG00000107779,BMPR1A,0,2,3,3,0,2,0
ENSG00000107796,ACTA2,0,0.441860465116279,0,2,0,0,0
ENSG00000107798,LIPA,0,0.705882352941177,0,0,1,2,0
ENSG00000107816,LZTS2,0,1.23529411764706,0,0,1,0,0
ENSG00000107819,SFXN3,0,1,3,2,2,0,0
ENSG00000107821,KAZALD1,0,0,0,0,2,0,0
ENSG00000107829,FBXW4,0,1,0,0,1,0,0
ENSG00000107854,TNKS2,0,0.757575757575758,0,2,0,2.5,0
ENSG00000107862,GBF1,-2,1,0,0,1,0,0
ENSG00000107863,ARHGAP21,0,1.08888888888889,0,0,0,0.5,0
ENSG00000107874,CUEDC2,0,0.285714285714286,0,0,1,0,0
ENSG00000107897,ACBD5,0,0.777777777777778,3,0,1,0.5,0
ENSG00000107929,LARP4B,0,0.625,0,-2,0,0,0
ENSG00000107937,GTPBP4,-2,0.363636363636364,0,0,0,0,0
ENSG00000107949,BCCIP,-2,0.210526315789474,0,0,1,0,0
ENSG00000107954,NEURL1,0,1.45454545454546,0,0,1,0,0
ENSG00000107957,SH3PXD2A,0,1,0,0,0,0,0
ENSG00000107959,PITRM1,0,1,0,0,1,0.5,0
ENSG00000107984,DKK1,0,0.76,0,2,1,1,0
ENSG00000108010,GLRX3,0,0.930232558139535,0,0,0,0,0
ENSG00000108018,SORCS1,0,1,3,0,0,0,0
ENSG00000108021,TASOR2,0,0.4,0,0,0,0,0
ENSG00000108039,XPNPEP1,0,0.333333333333333,0,0,0,0,0
ENSG00000108055,SMC3,-2,0.137931034482759,0,3,0,0.5,0
ENSG00000108061,SHOC2,0,0.514285714285714,0,3,0,0,0
ENSG00000108064,TFAM,-2,0.9,0,0,1,0.5,0
ENSG00000108091,CCDC6,0,1,0,-2,0,1,0
ENSG00000108094,CUL2,0,0.4375,0,0,0,0.5,0
ENSG00000108100,CCNY,0,0.833333333333333,0,0,0,1,0
ENSG00000108107,RPL28,-2,0.69620253164557,0,0,1,1,0
ENSG00000108175,ZMIZ1,0,0.464285714285714,0,2,0,0,0
ENSG00000108176,DNAJC12,0,1,0,0,2,0,0
ENSG00000108179,PPIF,0,1,0,0,2,0.5,0
ENSG00000108219,TSPAN14,0,1.15789473684211,3,0,0,0,0
ENSG00000108244,KRT23,0,1,0,0,2,0,0
ENSG00000108256,NUFIP2,0,0.522727272727273,0,0,0,0,0
ENSG00000108262,GIT1,0,1,0,2,0,0,0
ENSG00000108298,RPL19,-2,0.796610169491525,0,0,0,1,0
ENSG00000108306,FBXL20,0,1,0,0,0,0,0
ENSG00000108309,RUNDC3A,0,1.25,0,0,0,0,0
ENSG00000108312,UBTF,-2,0,0,2,0,0,0
ENSG00000108344,PSMD3,-2,0.45,0,2,0,1,0
ENSG00000108349,CASC3,0,0.212765957446809,0,0,0,0.5,0
ENSG00000108352,RAPGEFL1,0,2,0,0,0,0,0
ENSG00000108375,RNF43,0,1,3,-2,0,0,0
ENSG00000108389,MTMR4,0,0.854545454545455,0,0,0,0,0
ENSG00000108395,TRIM37,0,1,0,0,1,0,0
ENSG00000108406,DHX40,0,,0,0,0,0,0
ENSG00000108424,KPNB1,-2,0.512658227848101,0,2,0,1,0
ENSG00000108433,GOSR2,-2,1,3,0,2,0,0
ENSG00000108439,PNPO,0,1,0,0,2,0.5,0
ENSG00000108443,RPS6KB1,0,0.681159420289855,0,2,0,2.5,0
ENSG00000108465,CDK5RAP3,0,0.433333333333333,0,0,2,0,0
ENSG00000108468,CBX1,-2,0,0,0,0,0,0
ENSG00000108506,INTS2,-2,0.116279069767442,3,0,0,0,0
ENSG00000108509,CAMTA2,0,0,0,0,0,0,0
ENSG00000108510,MED13,0,0,0,0,0,0,0
ENSG00000108511,HOXB6,0,0,0,0,2,0,0
ENSG00000108515,ENO3,0,0.6,0,0,3,1,0
ENSG00000108518,PFN1,-2,0.352941176470588,0,2,1,0.5,0
